eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord
reception,successful,regular,912.7,eastOuterSlotDZ,dz,powerPlay,0,315,79380,5152,-71.6077194213867,-14.8382358551025
pass,successful,south,918.56665,southCenterNZ,nz,powerPlay,0,315,79380,5152,-15.2783050537109,12.8235282897949
reception,successful,regular,919.9,eastOuterSlotDZ,dz,powerPlay,0,315,78625,5152,-58.53125,-9.30588150024414
pass,successful,ozentryoffboards,923.1667,northCenterNZ,nz,powerPlay,0,315,78625,5152,19.9275741577148,-10.3117637634277
reception,successful,ozentry,925.0333,outsideNorthWest,oz,powerPlay,0,315,81408,5152,63.6834564208984,-39.4823532104492
pass,successful,northoffboards,925.8,outsideNorthWest,oz,powerPlay,0,315,81408,5152,77.7658081054688,-40.9911766052246
reception,successful,regular,927,outsideNorthEast,oz,powerPlay,0,315,80518,5152,96.3746337890625,24.8941192626953
pass,successful,southoffboards,927.1,outsideNorthEast,oz,powerPlay,0,315,80518,5152,95.8716888427734,25.9000015258789
reception,successful,regular,928.93335,eastPoint,oz,powerPlay,0,315,79380,5152,37.530517578125,38.9764709472656
pass,successful,northoffboards,929.4,eastPoint,oz,powerPlay,0,315,79380,5152,46.0805206298828,39.4794082641602
reception,successful,regular,931.73334,outsideNorthEast,oz,powerPlay,0,315,78625,5152,95.3687438964844,11.3147048950195
pass,successful,southoffboards,932.06665,outsideNorthEast,oz,powerPlay,0,315,78625,5152,99.3922729492187,14.8352928161621
reception,successful,regular,932.7,outsideNorthEast,oz,powerPlay,0,315,80518,5152,87.3216857910156,35.4558792114258
pass,successful,south,933.4667,outsideNorthEast,oz,powerPlay,0,315,80518,5152,83.2981567382813,36.9647064208984
reception,successful,regular,934.0333,eastPoint,oz,powerPlay,0,315,79380,5152,30.4893341064453,38.9764709472656
pass,successful,eastwest,934.43335,eastPoint,oz,powerPlay,0,315,79380,5152,30.9922790527344,34.9529418945312
reception,successful,regular,935.06665,westPoint,oz,powerPlay,0,315,81408,5152,41.5540466308594,-22.3823528289795
pass,failed,slot,935.56665,westPoint,oz,powerPlay,0,315,81408,5152,42.5599212646484,-23.3882350921631
pass,successful,northoffboards,942.36664,westPoint,oz,powerPlay,0,315,81408,5152,29.9864044189453,-39.4823532104492
reception,successful,regular,944.23334,outsideNorthEast,oz,powerPlay,0,315,80518,5152,57.1452178955078,33.4441146850586
pass,successful,northoffboards,947.06665,outsideNorthEast,oz,powerPlay,0,315,80518,5152,75.2510986328125,27.408821105957
reception,successful,regular,948.4,outsideNorthEast,oz,powerPlay,0,315,78625,5152,96.8775787353516,18.8588218688965
pass,successful,south,950.06665,outsideNorthEast,oz,powerPlay,0,315,78625,5152,89.3334503173828,28.4147033691406
reception,successful,regular,950.8333,eastPoint,oz,powerPlay,0,315,79380,5152,30.4893341064453,37.970588684082
shot,successful,outside,952.6,eastPoint,oz,powerPlay,0,315,79380,5152,33.0040435791016,17.8529396057129
shot,successful,outside,955.9667,outsideNorthWestDZ,oz,shortHanded,0,311,1731661,80264,-75.2510986328125,36.9676475524902
pass,successful,outlet,960.5,innerSlotDZ,dz,powerPlay,0,315,80264,5152,-78.6567535400391,2.26176452636719
reception,successful,regular,962,westOuterSlotDZ,dz,powerPlay,0,315,79380,5152,-61.556755065918,4.77647018432617
pass,successful,d2d,964.86664,westPointDZ,dz,powerPlay,0,315,79380,5152,-38.9244041442871,31.4323501586914
reception,successful,regular,965.76666,outsideNorthWestDZ,dz,powerPlay,0,315,78625,5152,-55.5214614868164,28.9176483154297
pass,successful,eastwest,968.6667,southCenterNZ,nz,powerPlay,0,315,78625,5152,-23.3253707885742,-2.76764678955078
reception,successful,regular,969.26666,southEastBoardsNZ,nz,powerPlay,0,315,126723,5152,-8.74793243408203,35.9588241577148
pass,successful,south,973.2,outsideNorthEast,oz,powerPlay,0,315,126723,5152,78.2608947753906,34.9529418945312
reception,successful,regular,975.23334,eastPoint,oz,powerPlay,0,315,79380,5152,47.5814819335938,38.4735260009766
pass,successful,north,976.9,outsideNorthEast,oz,powerPlay,0,315,79380,5152,65.6873626708984,34.9529418945312
reception,successful,regular,977.26666,outsideNorthEast,oz,powerPlay,0,315,126723,5152,81.7814788818359,37.467643737793
pass,successful,south,978.3,outsideNorthEast,oz,powerPlay,0,315,126723,5152,69.2079467773438,34.4499969482422
reception,successful,regular,979.0333,centerPoint,oz,powerPlay,0,315,78625,5152,31.4873657226562,12.3205871582031
pass,successful,eastwest,980.5333,centerPoint,oz,powerPlay,0,315,78625,5152,33.4991302490234,11.3147048950195
reception,successful,regular,981.1667,outsideNorthWest,oz,powerPlay,0,315,81408,5152,61.160888671875,-26.4058818817139
shot,failed,outside,981.26666,outsideNorthWest,oz,powerPlay,0,315,81408,5152,63.1726531982422,-26.4058818817139
pass,successful,south,983.6,outsideNorthEast,oz,powerPlay,0,315,126723,5152,81.2785339355469,34.4499969482422
reception,successful,regular,984.2,eastPoint,oz,powerPlay,0,315,78625,5152,41.0432434082031,37.970588684082
pass,successful,north,984.86664,eastPoint,oz,powerPlay,0,315,78625,5152,42.0491333007813,37.467643737793
reception,successful,regular,985.63336,outsideNorthEast,oz,powerPlay,0,315,126723,5152,77.2550048828125,33.9470596313477
pass,successful,south,985.73334,outsideNorthEast,oz,powerPlay,0,315,126723,5152,78.7638397216797,29.9235305786133
reception,successful,regular,986.6,centerPoint,oz,powerPlay,0,315,79380,5152,33.4991302490234,6.78823471069336
pass,successful,slot,986.63336,centerPoint,oz,powerPlay,0,315,79380,5152,33.4991302490234,6.78823471069336
reception,successful,regular,987.23334,westOuterSlot,oz,powerPlay,0,315,81408,5152,61.6638336181641,-15.3411769866943
pass,successful,eastwest,989.73334,centerPoint,oz,powerPlay,0,315,81408,5152,36.5167694091797,-14.3352947235107
reception,successful,regular,990.8,outsideNorthEast,oz,powerPlay,0,315,78625,5152,58.1432495117187,34.9529418945312
pass,successful,south,993.06665,outsideNorthEast,oz,powerPlay,0,315,78625,5152,77.7579498291016,32.9411773681641
reception,successful,regular,993.9667,eastPoint,oz,powerPlay,0,315,79380,5152,41.0432434082031,31.4323501586914
pass,successful,slot,995.23334,eastPoint,oz,powerPlay,0,315,79380,5152,35.5108947753906,26.4029388427734
reception,successful,regular,995.76666,innerSlot,oz,powerPlay,0,315,126723,5152,78.7638397216797,1.25588226318359
shot,failed,slot,995.8,innerSlot,oz,powerPlay,0,315,126723,5152,78.7638397216797,1.25588226318359
pass,successful,d2doffboards,999.5333,outsideNorthWestDZ,dz,shortHanded,0,311,2546838,80264,-98.3863983154297,3.27058792114258
reception,successful,regular,1000.0333,outsideNorthWestDZ,dz,shortHanded,0,311,6588,80264,-96.8775787353516,22.3823528289795
pass,successful,d2doffboards,1007,outsideNorthWestDZ,dz,evenStrength,0,315,884,5152,-69.1008758544922,24.3911743164062
reception,successful,regular,1008.4667,outsideNorthWestDZ,dz,evenStrength,0,315,56711,5152,-95.2538146972656,3.77058792114258
pass,successful,d2doffboards,1009.26666,outsideNorthEastDZ,dz,evenStrength,0,315,56711,5152,-97.2655792236328,-0.755882263183594
reception,successful,regular,1010.6667,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-96.2596969604492,15.8411750793457
pass,successful,outlet,1011.93335,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-91.7332229614258,23.3852920532227
reception,successful,regular,1012.73334,westPointDZ,dz,evenStrength,0,315,884,5152,-40.9361686706543,35.4558792114258
pass,successful,outlet,1019,westPointDZ,dz,shortHanded,0,315,884,5152,-37.9185218811035,19.8647079467773
reception,successful,regular,1019.7,southEastBoardsNZ,nz,shortHanded,0,315,82048,5152,-10.7596969604492,36.4617614746094
pass,successful,outlet,1029.8334,outsideNorthWestDZ,dz,powerPlay,0,311,94531,80264,-84.7991333007812,13.3294124603271
reception,successful,regular,1030.8334,westPointDZ,dz,powerPlay,0,311,112050,80264,-28.4697113037109,35.9617652893066
pass,successful,south,1033.4333,southCenterNZ,nz,powerPlay,0,311,112050,80264,-5.33441925048828,2.26470565795898
reception,successful,regular,1034.2,southCenterNZ,nz,powerPlay,0,311,94531,80264,-18.9138336181641,17.8558826446533
pass,successful,south,1034.4333,southCenterNZ,nz,powerPlay,0,311,94531,80264,-18.9138336181641,16.3470592498779
reception,successful,regular,1035.6666,westPointDZ,dz,powerPlay,0,311,370192,80264,-30.9844207763672,19.8676471710205
pass,successful,d2d,1035.7333,westPointDZ,dz,powerPlay,0,311,370192,80264,-32.4931983947754,18.8617992401123
reception,successful,regular,1036.3334,centerPointDZ,dz,powerPlay,0,311,111452,80264,-38.5284996032715,3.27059006690979
pass,successful,outletoffboards,1036.3667,centerPointDZ,dz,powerPlay,0,311,111452,80264,-37.5226593017578,3.27058792114258
reception,successful,regular,1038.3667,southEastBoardsNZ,nz,powerPlay,0,311,112050,80264,-4.83148002624512,38.9794006347656
pass,successful,south,1038.6,southEastBoardsNZ,nz,powerPlay,0,311,112050,80264,-6.34030151367188,40.4882354736328
reception,successful,regular,1041.4,outsideNorthWestDZ,dz,powerPlay,0,311,112050,80264,-68.7050018310547,24.3941173553467
pass,successful,d2d,1045.4,outsideNorthWestDZ,dz,powerPlay,0,311,112050,80264,-94.8579559326172,7.79705810546875
reception,successful,regular,1046.1,outsideNorthWestDZ,dz,powerPlay,0,311,94531,80264,-95.3608856201172,5.28235244750977
pass,successful,d2d,1049.2667,eastPointDZ,dz,powerPlay,0,311,94531,80264,-31.9903106689453,-29.9235305786133
reception,successful,regular,1051.3667,westPointDZ,dz,powerPlay,0,311,94531,80264,-28.4697113037109,16.8500003814697
pass,successful,ozentry,1053.2667,northCenterNZ,nz,powerPlay,0,311,94531,80264,17.8008728027344,14.8382358551025
reception,successful,ozentry,1053.8,eastPoint,oz,powerPlay,0,311,112050,80264,31.8832244873047,39.4823532104492
pass,successful,north,1056.7667,outsideNorthEast,oz,powerPlay,0,311,112050,80264,75.1361694335938,31.9382362365723
reception,successful,regular,1057.3334,outsideNorthEast,oz,powerPlay,0,311,370192,80264,79.6626358032227,37.9735298156738
pass,successful,slot,1058.1666,outsideNorthEast,oz,powerPlay,0,311,370192,80264,65.5802841186523,34.4529418945312
reception,successful,regular,1058.6,eastOuterSlot,oz,powerPlay,0,311,111452,80264,60.0479316711426,15.8441181182861
pass,successful,south,1058.8667,eastOuterSlot,oz,powerPlay,0,311,111452,80264,57.5331993103027,15.8440999984741
reception,successful,regular,1059.5,eastPoint,oz,powerPlay,0,311,370192,80264,46.9714622497559,36.9676475524902
pass,successful,eastwest,1059.7333,eastPoint,oz,powerPlay,0,311,370192,80264,44.9596977233887,38.4764709472656
reception,successful,regular,1060.7,westPoint,oz,powerPlay,0,311,109964,80264,37.4155807495117,-35.4558792114258
pass,successful,south,1061.5333,westPoint,oz,powerPlay,0,311,109964,80264,37.4155807495117,-35.4558792114258
reception,successful,regular,1061.9667,westPoint,oz,powerPlay,0,311,94531,80264,30.3744049072266,-13.3264694213867
pass,successful,north,1062.3,centerPoint,oz,powerPlay,0,311,94531,80264,28.3626403808594,-11.8176460266113
reception,successful,regular,1063,westPoint,oz,powerPlay,0,311,109964,80264,45.9655799865723,-37.970588684082
pass,successful,slot,1065.9333,outsideNorthWest,oz,powerPlay,0,311,109964,80264,59.5449905395508,-39.9823532104492
reception,successful,regular,1066.5,westOuterSlot,oz,powerPlay,0,311,111452,80264,65.0773468017578,-17.8529396057129
pass,successful,south,1067.9667,outsideNorthWest,oz,powerPlay,0,311,111452,80264,70.6096954345703,-39.4794082641602
reception,successful,regular,1068.9667,westPoint,oz,powerPlay,0,311,94531,80264,28.8655776977539,-38.9764709472656
pass,successful,north,1070.3334,westPoint,oz,powerPlay,0,311,94531,80264,29.8714599609375,-32.438232421875
reception,successful,regular,1071.2,outsideNorthWest,oz,powerPlay,0,311,111452,80264,60.0479316711426,-38.4735260009766
pass,successful,slot,1071.9,outsideNorthWest,oz,powerPlay,0,311,111452,80264,63.0655784606934,-30.4264678955078
reception,successful,regular,1072.4,westOuterSlot,oz,powerPlay,0,311,109964,80264,61.0538139343262,-12.3205871582031
shot,failed,slotblocked,1072.4333,westOuterSlot,oz,powerPlay,0,311,109964,80264,62.0596961975098,-10.3088226318359
pass,successful,eastwest,1077.1666,centerPoint,oz,powerPlay,0,311,370192,80264,47.4744033813477,11.3176460266113
reception,successful,regular,1077.8667,outsideNorthWest,oz,powerPlay,0,311,111452,80264,71.6155776977539,-23.3852920532227
shot,successful,slot,1079,westOuterSlot,oz,powerPlay,0,311,111452,80264,73.1244049072266,-16.3441162109375
pass,failed,north,1081.6666,outsideNorthWest,oz,powerPlay,0,311,111452,80264,81.6744003295898,-36.4617614746094
pass,successful,south,1084.1,westOuterSlot,oz,powerPlay,0,311,370192,80264,68.5900726318359,-22.3794097900391
reception,successful,regular,1085.8334,centerPoint,oz,powerPlay,0,311,6588,80264,34.3900756835937,-3.77058792114258
pass,successful,eastwest,1087.1,centerPoint,oz,powerPlay,0,311,6588,80264,34.8930130004883,9.80882263183594
reception,successful,regular,1088.0333,westPoint,oz,powerPlay,0,311,94531,80264,34.8930130004883,-20.8705902099609
pass,successful,eastwest,1088.8667,westPoint,oz,powerPlay,0,311,94531,80264,33.8871307373047,-21.8764724731445
reception,successful,regular,1089.7333,eastPoint,oz,powerPlay,0,311,6588,80264,34.3900756835937,20.8735294342041
pass,successful,north,1091.0667,eastPoint,oz,powerPlay,0,311,6588,80264,39.4194869995117,25.3999996185303
reception,successful,regular,1091.8667,outsideNorthEast,oz,powerPlay,0,311,370192,80264,86.6959533691406,20.8735294342041
pass,successful,south,1092.8,outsideNorthEast,oz,powerPlay,0,311,370192,80264,86.6959533691406,20.3705883026123
reception,successful,regular,1093.4333,eastPoint,oz,powerPlay,0,311,6588,80264,44.4488983154297,19.8676471710205
shot,failed,outside,1093.6333,centerPoint,oz,powerPlay,0,311,6588,80264,44.9518394470215,18.8617649078369
pass,successful,d2d,1100.9333,outsideNorthEastDZ,dz,powerPlay,0,311,5152,80264,-95.8716888427734,-7.79411697387695
reception,successful,regular,1102.0667,outsideNorthEastDZ,dz,powerPlay,0,311,6588,80264,-93.8599243164063,-2.26176452636719
pass,successful,south,1106.5667,southEastBoardsNZ,nz,powerPlay,0,311,6588,80264,-2.82757568359375,23.3882350921631
reception,successful,regular,1108,southCenterNZ,nz,powerPlay,0,311,370192,80264,-8.86286926269531,16.8500003814697
pass,successful,ozentry,1109.6,northCenterNZ,nz,powerPlay,0,311,370192,80264,23.3253707885742,-5.78235244750977
reception,successful,ozentry,1110.8,westPoint,oz,powerPlay,0,311,111452,80264,45.4547805786133,-28.4147033691406
pass,successful,south,1112.5333,westPoint,oz,powerPlay,0,311,111452,80264,52.9988975524902,-35.4558792114258
reception,successful,regular,1113.6666,westPoint,oz,powerPlay,0,311,94531,80264,28.3547821044922,-30.4264678955078
pass,successful,eastwest,1114.5667,westPoint,oz,powerPlay,0,311,94531,80264,31.372428894043,-21.8764724731445
reception,successful,regular,1115.4333,eastPoint,oz,powerPlay,0,311,6588,80264,31.8753662109375,20.8735294342041
pass,successful,eastwest,1117.2333,eastPoint,oz,powerPlay,0,311,6588,80264,38.9165458679199,21.8794116973877
reception,successful,regular,1118.1333,westPoint,oz,powerPlay,0,311,94531,80264,36.9047775268555,-22.3794097900391
pass,successful,slot,1120.0333,centerPoint,oz,powerPlay,0,311,94531,80264,37.4077224731445,5.78529357910156
reception,successful,regular,1120.5333,innerSlot,oz,powerPlay,0,311,111452,80264,81.6665420532227,-6.78823471069336
shot,failed,slot,1120.5667,innerSlot,oz,powerPlay,0,311,111452,80264,81.1636047363281,-5.78235244750977
pass,failed,slot,1121.8667,outsideNorthEast,oz,powerPlay,0,311,370192,80264,88.2047805786133,8.29999923706055
pass,successful,slot,1123.9667,innerSlot,oz,powerPlay,0,311,109964,80264,75.1283111572266,0.755882263183594
reception,successful,regular,1124.6,westOuterSlot,oz,powerPlay,0,311,6588,80264,60.0400733947754,-17.3499984741211
shot,failed,slotblocked,1124.6333,westOuterSlot,oz,powerPlay,0,311,6588,80264,60.0400733947754,-17.8529396057129
pass,successful,eastwest,1129.6666,westPoint,oz,powerPlay,0,311,111452,80264,50.9871330261231,-32.438232421875
reception,successful,regular,1130.4333,outsideNorthEast,oz,powerPlay,0,311,94531,80264,59.5371322631836,25.3999996185303
pass,failed,slot,1131.0333,eastOuterSlot,oz,powerPlay,0,311,94531,80264,62.5547790527344,15.8441181182861
pass,successful,d2d,1137.8667,westPointDZ,dz,powerPlay,0,311,6588,80264,-41.0511016845703,20.8735294342041
reception,successful,regular,1139.6,outsideNorthEastDZ,dz,powerPlay,0,311,111452,80264,-60.6579437255859,-38.9764709472656
pass,successful,outlet,1143.7333,westPointDZ,dz,powerPlay,0,311,111452,80264,-28.97265625,13.8323535919189
reception,successful,regular,1144.6666,southWestBoardsNZ,nz,powerPlay,0,311,370192,80264,-5.33441925048828,-29.4205856323242
pass,failed,ozentry,1145.5,northCenterNZ,nz,powerPlay,0,311,370192,80264,13.77734375,-20.3676452636719
pass,successful,south,1148.3334,outsideNorthWest,oz,powerPlay,0,311,370192,80264,83.686164855957,-31.9352951049805
reception,successful,regular,1149.5667,westPoint,oz,powerPlay,0,311,94531,80264,32.3861694335937,-26.4029388427734
pass,successful,eastwest,1150.1,centerPoint,oz,powerPlay,0,311,94531,80264,31.3802871704102,-12.3205871582031
reception,successful,regular,1150.6666,eastPoint,oz,powerPlay,0,311,112050,80264,47.9773445129395,21.3764705657959
pass,failed,eastwest,1151.5,outsideNorthEast,oz,powerPlay,0,311,112050,80264,56.52734375,23.3882350921631
pass,successful,south,1153.1,eastOuterSlot,oz,powerPlay,0,311,5814,80264,66.0831985473633,21.8794002532959
reception,successful,regular,1154.1666,eastPoint,oz,powerPlay,0,311,6588,80264,30.8773422241211,24.3941173553467
pass,successful,north,1154.3,eastPoint,oz,powerPlay,0,311,6588,80264,30.8773422241211,25.3999996185303
reception,successful,regular,1155.1333,eastPoint,oz,powerPlay,0,311,237838,80264,53.5096969604492,35.9617652893066
pass,successful,south,1157.3,outsideNorthEast,oz,powerPlay,0,311,237838,80264,59.5449905395508,32.9441184997559
reception,successful,regular,1158,centerPoint,oz,powerPlay,0,311,6588,80264,31.3802871704102,7.79705810546875
pass,successful,northoffboards,1158.2333,centerPoint,oz,powerPlay,0,311,6588,80264,30.8773422241211,7.29411697387695
reception,successful,regular,1160.4333,outsideNorthEast,oz,powerPlay,0,311,237838,80264,91.2302856445313,31.4352931976318
pass,successful,outlet,1170.8334,outsideNorthEastDZ,dz,shortHanded,0,315,56711,5152,-87.1988983154297,-35.9617652893066
reception,successful,regular,1171.5333,outsideNorthEastDZ,dz,shortHanded,0,315,179172,5152,-64.5665435791016,-38.4764709472656
pass,successful,eastwest,1184.2333,southCenterNZ,nz,powerPlay,0,311,110409,80264,-22.9373626708984,-8.79999923706055
reception,successful,regular,1185.1,southEastBoardsNZ,nz,powerPlay,0,311,112050,80264,-5.33441925048828,26.9088230133057
shot,failed,outsideblocked,1194.1666,outsideNorthEast,oz,powerPlay,0,311,112050,80264,55.0185203552246,34.4529418945312
pass,successful,south,1197.2667,outsideNorthWest,oz,powerPlay,0,311,110409,80264,65.5802841186523,-36.9647064208984
reception,successful,regular,1197.9667,westPoint,oz,powerPlay,0,311,6588,80264,30.3744049072266,-18.8588218688965
pass,successful,north,1200.9667,northCenterNZ,nz,powerPlay,0,311,112050,80264,4.83148193359375,1.75882339477539
reception,successful,regular,1201.8667,northCenterNZ,nz,powerPlay,0,311,112050,80264,16.3991241455078,9.80588150024414
pass,successful,eastwest,1205.7,eastPoint,oz,evenStrength,0,311,112050,80264,51.1020660400391,36.9647064208984
reception,successful,regular,1206.8334,westPoint,oz,evenStrength,0,311,94531,80264,42.0491333007813,-24.3941173553467
pass,successful,slot,1207.5333,westPoint,oz,evenStrength,0,311,94531,80264,50.09619140625,-28.4176464080811
reception,successful,regular,1208.0667,innerSlot,oz,evenStrength,0,311,109964,80264,83.2902984619141,7.79411697387695
shot,failed,slot,1208.2,innerSlot,oz,evenStrength,0,311,109964,80264,82.284423828125,7.79411697387695
pass,successful,outlet,1210.8667,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-86.3079528808594,25.9029407501221
reception,successful,regular,1211.4333,outsideNorthWestDZ,dz,evenStrength,0,315,884,5152,-55.1255950927734,30.4294128417969
pass,failed,north,1215.4667,eastPoint,oz,evenStrength,0,315,884,5152,36.9126396179199,30.93235206604
pass,successful,slot,1216.2667,eastPoint,oz,evenStrength,0,315,884,5152,47.9772987365723,23.3882007598877
reception,successful,regular,1216.6666,eastOuterSlot,oz,evenStrength,0,315,179172,5152,76.1420516967773,14.8382358551025
shot,failed,slot,1216.7333,eastOuterSlot,oz,evenStrength,0,315,179172,5152,76.1420516967773,14.8382358551025
pass,successful,north,1222.7,southEastBoardsNZ,nz,evenStrength,0,311,109964,80264,-15.7891082763672,40.9882354736328
reception,successful,regular,1223.2333,southEastBoardsNZ,nz,evenStrength,0,311,370192,80264,-7.23910522460938,37.467643737793
pass,successful,d2d,1227.7667,outsideNorthWestDZ,dz,evenStrength,0,315,80264,5152,-96.3667755126953,3.77352905273437
reception,successful,regular,1228.9667,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-94.3550109863281,-8.29705810546875
pass,failed,d2doffboards,1229.0333,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-94.3550109863281,-8.29705810546875
reception,failed,regular,1229.9333,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-89.3255920410156,28.4176464080811
pass,failed,stretch,1232.2,westPointDZ,dz,evenStrength,0,315,884,5152,-45.5775756835938,39.985294342041
pass,failed,southoffboards,1249.1666,outsideNorthWest,oz,evenStrength,0,311,94531,80264,97.8834533691406,-15.3411769866943
pass,successful,north,1254.4333,westPoint,oz,evenStrength,0,311,94531,80264,28.4775695800781,-32.9441184997559
reception,successful,regular,1255.5,westPoint,oz,evenStrength,0,311,237838,80264,48.09228515625,-37.470588684082
pass,failed,slot,1256.7333,outsideNorthWest,oz,evenStrength,0,311,237838,80264,67.2040405273438,-28.9205875396728
pass,successful,southoffboards,1259,outsideNorthEast,oz,evenStrength,0,311,1731661,80264,94.8658142089844,24.3911743164062
reception,successful,regular,1260.1333,eastPoint,oz,evenStrength,0,311,6588,80264,36.5246276855469,39.9823532104492
pass,failed,northoffboards,1261.4667,eastPoint,oz,evenStrength,0,311,6588,80264,38.5363922119141,39.9823532104492
reception,failed,regular,1262.0333,outsideNorthEast,oz,evenStrength,0,311,1731661,80264,69.2158050537109,35.9588241577148
pass,successful,northoffboards,1264.2667,eastPoint,oz,evenStrength,0,311,1731661,80264,28.4775695800781,40.9882354736328
reception,successful,regular,1267.4333,outsideNorthEast,oz,evenStrength,0,311,237838,80264,96.3746337890625,10.8117637634277
pass,failed,slot,1268.1666,outsideNorthEast,oz,evenStrength,0,311,237838,80264,95.3686981201172,3.77059006690979
pass,successful,south,1269.4667,outsideNorthEast,oz,evenStrength,0,311,237838,80264,97.380500793457,3.26764988899231
reception,successful,regular,1269.8,outsideNorthEast,oz,evenStrength,0,311,111452,80264,98.8893432617187,7.79411697387695
pass,successful,south,1270.9667,outsideNorthEast,oz,evenStrength,0,311,111452,80264,87.3216857910156,35.4558792114258
reception,successful,regular,1272.2333,eastPoint,oz,evenStrength,0,311,6588,80264,29.9864044189453,40.4852905273438
pass,successful,northoffboards,1273.5,eastPoint,oz,evenStrength,0,311,6588,80264,34.5128631591797,40.4852905273438
reception,successful,regular,1275.1,outsideNorthWest,oz,evenStrength,0,311,237838,80264,98.3863983154297,-1.76176452636719
pass,successful,southoffboards,1276.7667,outsideNorthWest,oz,evenStrength,0,311,237838,80264,91.34521484375,-25.3999996185303
reception,successful,regular,1278.0333,westPoint,oz,evenStrength,0,311,94531,80264,29.9864044189453,-35.9617652893066
pass,failed,northoffboards,1279.3334,westPoint,oz,evenStrength,0,311,94531,80264,29.9864044189453,-30.4294128417969
pass,successful,south,1283.4667,westOuterSlot,oz,evenStrength,0,311,109372,80264,69.2157974243164,-21.8794002532959
reception,successful,regular,1283.7,westPoint,oz,evenStrength,0,311,94531,80264,39.0393371582031,-37.9735298156738
shot,failed,outside,1285.0667,westPoint,oz,evenStrength,0,311,94531,80264,36.5246276855469,-25.9029407501221
pass,failed,northoffboards,1288.8,outsideNorthEast,oz,evenStrength,0,311,1462,80264,85.3099212646484,38.4735260009766
pass,successful,d2doffboards,1291.9,outsideNorthEastDZ,dz,evenStrength,0,315,78625,5152,-92.3432464599609,-30.4264678955078
reception,successful,regular,1293.1,outsideNorthEastDZ,dz,evenStrength,0,315,20161,5152,-97.8755950927734,-6.28529357910156
pass,successful,outlet,1295.1,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-92.84619140625,7.79705810546875
reception,successful,regular,1295.7667,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-84.7991027832031,-29.9235000610352
pass,successful,outlet,1296.9,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-71.2275695800781,-32.438232421875
reception,successful,regular,1297.8,southWestBoardsNZ,nz,evenStrength,0,315,78625,5152,-2.3167724609375,-37.467643737793
pass,failed,outlet,1300.2667,eastOuterSlotDZ,dz,evenStrength,0,311,94531,80264,-58.0283088684082,-8.29999923706055
pass,failed,rush,1304.8,westPoint,oz,evenStrength,0,311,1462,80264,41.5540466308594,-27.9147052764893
pass,failed,outlet,1313,innerSlotDZ,dz,evenStrength,0,315,20775372,5152,-78.2609024047852,-8.29706001281738
pass,successful,south,1317.8334,southCenterNZ,nz,evenStrength,0,311,370192,80264,-8.24499034881592,-1.25882005691528
reception,successful,regular,1318.8,eastPointDZ,dz,evenStrength,0,311,108339,80264,-31.8832244873047,-15.8441181182861
pass,failed,outlet,1320.0333,eastPointDZ,dz,evenStrength,0,311,108339,80264,-43.9538154602051,-19.8676471710205
pass,successful,slot,1325.9667,outsideNorthEast,oz,evenStrength,0,315,126723,5152,77.1479339599609,38.9794120788574
reception,successful,regular,1326.4,eastOuterSlot,oz,evenStrength,0,315,82048,5152,68.0949859619141,13.3294124603271
shot,successful,slot,1326.4667,eastOuterSlot,oz,evenStrength,0,315,82048,5152,68.0949859619141,13.3294124603271
pass,successful,north,1332.7667,southEastBoardsNZ,nz,evenStrength,0,315,202206,5152,-10.8667755126953,33.9500007629395
reception,successful,regular,1333.2333,northEastBoardsNZ,nz,evenStrength,0,315,126723,5152,6.73616790771484,36.4647064208984
pass,successful,south,1334.5,northCenterNZ,nz,evenStrength,0,315,80518,5152,0.700874328613281,1.76176452636719
reception,successful,regular,1335.3667,southEastBoardsNZ,nz,evenStrength,0,315,202206,5152,-9.86089324951172,23.8911762237549
pass,successful,d2doffboards,1342.7,outsideNorthWestDZ,dz,evenStrength,0,311,370192,80264,-90.7273406982422,28.9176483154297
reception,successful,regular,1344.1333,outsideNorthWestDZ,dz,evenStrength,0,311,112050,80264,-74.6332244873047,39.9823532104492
pass,failed,outlet,1344.3667,outsideNorthWestDZ,dz,evenStrength,0,311,112050,80264,-73.1244049072266,37.970588684082
pass,failed,ozentrystretch,1347.7333,eastPointDZ,dz,evenStrength,0,311,94531,80264,-38.9244041442871,-35.9617652893066
pass,successful,outlet,1350.5667,centerPointDZ,dz,evenStrength,0,315,56711,5152,-47.5814819335938,-18.3558807373047
reception,successful,regular,1351.4667,westPointDZ,dz,evenStrength,0,315,202206,5152,-42.0491333007813,21.3764705657959
pass,successful,stretch,1352.6,westPointDZ,dz,evenStrength,0,315,202206,5152,-38.0256042480469,34.955883026123
